"78","hfst_user_roles","a:5:{s:13:""administrator"";a:2:{s:4:""name"";s:23:""Administrator|User role"";s:12:""capabilities"";a:64:{s:13:""switch_themes"";b:1;s:11:""edit_themes"";b:1;s:16:""activate_plugins"";b:1;s:12:""edit_plugins"";b:1;s:10:""edit_users"";b:1;s:10:""edit_files"";b:1;s:14:""manage_options"";b:1;s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:6:""import"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:8:""level_10"";b:1;s:7:""level_9"";b:1;s:7:""level_8"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;s:12:""delete_users"";b:1;s:12:""create_users"";b:1;s:17:""unfiltered_upload"";b:1;s:14:""edit_dashboard"";b:1;s:14:""update_plugins"";b:1;s:14:""delete_plugins"";b:1;s:15:""install_plugins"";b:1;s:13:""update_themes"";b:1;s:14:""install_themes"";b:1;s:11:""update_core"";b:1;s:10:""list_users"";b:1;s:12:""remove_users"";b:1;s:13:""promote_users"";b:1;s:18:""edit_theme_options"";b:1;s:13:""delete_themes"";b:1;s:6:""export"";b:1;s:23:""wf2fa_activate_2fa_self"";b:1;s:25:""wf2fa_activate_2fa_others"";b:1;s:21:""wf2fa_manage_settings"";b:1;}}s:6:""editor"";a:2:{s:4:""name"";s:16:""Editor|User role"";s:12:""capabilities"";a:34:{s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;}}s:6:""author"";a:2:{s:4:""name"";s:16:""Author|User role"";s:12:""capabilities"";a:10:{s:12:""upload_files"";b:1;s:10:""edit_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:4:""read"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;s:22:""delete_published_posts"";b:1;}}s:11:""contributor"";a:2:{s:4:""name"";s:21:""Contributor|User role"";s:12:""capabilities"";a:5:{s:10:""edit_posts"";b:1;s:4:""read"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;}}s:10:""subscriber"";a:2:{s:4:""name"";s:20:""Subscriber|User role"";s:12:""capabilities"";a:2:{s:4:""read"";b:1;s:7:""level_0"";b:1;}}}","yes"
"79","cron","a:18:{i:1563901359;a:1:{s:11:""wp_cache_gc"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:2:{s:8:""schedule"";b:0;s:4:""args"";a:0:{}}}}i:1563903141;a:1:{s:34:""wp_privacy_delete_old_export_files"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1563903329;a:1:{s:21:""wordfence_ls_ntp_cron"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1563903334;a:1:{s:21:""wordfence_hourly_cron"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1563917719;a:1:{s:26:""wordfence_daily_autoUpdate"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1563917734;a:1:{s:20:""wordfence_daily_cron"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1563918384;a:1:{s:26:""wp_cache_full_preload_hook"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:2:{s:8:""schedule"";b:0;s:4:""args"";a:0:{}}}}i:1563924613;a:1:{s:16:""wp_update_themes"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1563928941;a:1:{s:25:""delete_expired_transients"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1563931825;a:1:{s:16:""wp_version_check"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1563936715;a:1:{s:17:""wp_update_plugins"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1563966969;a:1:{s:24:""akismet_scheduled_delete"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1563970200;a:1:{s:30:""wordfence_start_scheduled_scan"";a:1:{s:32:""8b91bd89e74743109a06e9008758b7a2"";a:2:{s:8:""schedule"";b:0;s:4:""args"";a:1:{i:0;i:1563970200;}}}}i:1563980349;a:1:{s:19:""wp_scheduled_delete"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1564229400;a:1:{s:30:""wordfence_start_scheduled_scan"";a:1:{s:32:""07bb84fd77312977d399f77fd4cfcacd"";a:2:{s:8:""schedule"";b:0;s:4:""args"";a:1:{i:0;i:1564229400;}}}}i:1564434000;a:1:{s:31:""wordfence_email_activity_report"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:2:{s:8:""schedule"";b:0;s:4:""args"";a:0:{}}}}i:1564488600;a:1:{s:30:""wordfence_start_scheduled_scan"";a:1:{s:32:""a5c508cba4fb243593b7b6068b834456"";a:2:{s:8:""schedule"";b:0;s:4:""args"";a:1:{i:0;i:1564488600;}}}}s:7:""version"";i:2;}","yes"
"80","auth_salt","qW6W&OC*v@hp","yes"
"701","db_upgraded","","yes"
"704","_transient_update_plugins","O:8:""stdClass"":3:{s:12:""last_checked"";i:1277216698;s:7:""checked"";a:9:{s:19:""akismet/akismet.php"";s:5:""2.2.7"";s:53:""disable-wordpress-core-update/disable-core-update.php"";s:3:""1.1"";s:59:""disable-wordpress-plugin-updates/disable-plugin-updates.php"";s:3:""1.0"";s:18:""commentcontrol.php"";s:3:""2.0"";s:9:""hello.php"";s:5:""1.5.1"";s:21:""podpress/podpress.php"";s:3:""8.8"";s:21:""wp-cache/wp-cache.php"";s:5:""2.1.2"";s:10:""wp-flv.php"";s:3:""0.2"";s:27:""wp-super-cache/wp-cache.php"";s:5:""0.6.5"";}s:8:""response"";a:6:{s:19:""akismet/akismet.php"";O:8:""stdClass"":5:{s:2:""id"";s:2:""15"";s:4:""slug"";s:7:""akismet"";s:11:""new_version"";s:5:""2.3.0"";s:3:""url"";s:44:""http://wordpress.org/extend/plugins/akismet/"";s:7:""package"";s:55:""http://downloads.wordpress.org/plugin/akismet.2.3.0.zip"";}s:53:""disable-wordpress-core-update/disable-core-update.php"";O:8:""stdClass"":5:{s:2:""id"";s:4:""1017"";s:4:""slug"";s:29:""disable-wordpress-core-update"";s:11:""new_version"";s:3:""1.4"";s:3:""url"";s:66:""http://wordpress.org/extend/plugins/disable-wordpress-core-update/"";s:7:""package"";s:71:""http://downloads.wordpress.org/plugin/disable-wordpress-core-update.zip"";}s:59:""disable-wordpress-plugin-updates/disable-plugin-updates.php"";O:8:""stdClass"":5:{s:2:""id"";s:4:""1022"";s:4:""slug"";s:32:""disable-wordpress-plugin-updates"";s:11:""new_version"";s:3:""1.4"";s:3:""url"";s:69:""http://wordpress.org/extend/plugins/disable-wordpress-plugin-updates/"";s:7:""package"";s:74:""http://downloads.wordpress.org/plugin/disable-wordpress-plugin-updates.zip"";}s:18:""commentcontrol.php"";O:8:""stdClass"":5:{s:2:""id"";s:4:""1451"";s:4:""slug"";s:24:""extended-comment-options"";s:11:""new_version"";s:3:""2.5"";s:3:""url"";s:61:""http://wordpress.org/extend/plugins/extended-comment-options/"";s:7:""package"";s:66:""http://downloads.wordpress.org/plugin/extended-comment-options.zip"";}s:21:""podpress/podpress.php"";O:8:""stdClass"":5:{s:2:""id"";s:3:""455"";s:4:""slug"";s:8:""podpress"";s:11:""new_version"";s:5:""8.8.4"";s:3:""url"";s:45:""http://wordpress.org/extend/plugins/podpress/"";s:7:""package"";s:56:""http://downloads.wordpress.org/plugin/podpress.8.8.4.zip"";}s:27:""wp-super-cache/wp-cache.php"";O:8:""stdClass"":6:{s:2:""id"";s:4:""1221"";s:4:""slug"";s:14:""wp-super-cache"";s:11:""new_version"";s:7:""0.9.9.3"";s:14:""upgrade_notice"";s:117:""Fix division by zero error in half-on mode, always show ""delete cache"" button, fix ""Update mod_rewrite rules"" button."";s:3:""url"";s:51:""http://wordpress.org/extend/plugins/wp-super-cache/"";s:7:""package"";s:64:""http://downloads.wordpress.org/plugin/wp-super-cache.0.9.9.3.zip"";}}}","yes"
"84","logged_in_salt","zOQ^qhR11RHC","yes"
"85","dashboard_widget_options","a:4:{s:24:""dashboard_incoming_links"";a:5:{s:4:""home"";s:35:""http://www.humanismforsale.org/text"";s:4:""link"";s:117:""http://blogsearch.google.com/blogsearch?hl=en&scoring=d&partner=wordpress&q=link:http://www.humanismforsale.org/text/"";s:3:""url"";s:150:""http://blogsearch.google.com/blogsearch_feeds?hl=en&scoring=d&ie=utf-8&num=10&output=rss&partner=wordpress&q=link:http://www.humanismforsale.org/text/"";s:5:""items"";i:5;s:9:""show_date"";i:0;}s:17:""dashboard_primary"";a:7:{s:4:""link"";s:33:""http://wordpress.org/development/"";s:3:""url"";s:38:""http://wordpress.org/development/feed/"";s:5:""title"";s:26:""WordPress Development Blog"";s:5:""items"";i:2;s:12:""show_summary"";i:1;s:11:""show_author"";i:0;s:9:""show_date"";i:1;}s:19:""dashboard_secondary"";a:4:{s:4:""link"";s:28:""http://planet.wordpress.org/"";s:3:""url"";s:33:""http://planet.wordpress.org/feed/"";s:5:""title"";s:20:""Other WordPress News"";s:5:""items"";i:15;}s:25:""dashboard_recent_comments"";a:1:{s:5:""items"";i:5;}}","yes"
"117","current_theme","CommentPress","yes"
"87","sidebars_widgets","a:3:{s:19:""wp_inactive_widgets"";a:13:{i:0;s:7:""pages-2"";i:1;s:10:""calendar-2"";i:2;s:10:""archives-2"";i:3;s:7:""links-2"";i:4;s:6:""meta-2"";i:5;s:8:""search-2"";i:6;s:6:""text-2"";i:7;s:12:""categories-2"";i:8;s:14:""recent-posts-2"";i:9;s:17:""recent-comments-2"";i:10;s:5:""rss-2"";i:11;s:11:""tag_cloud-2"";i:12;s:10:""nav_menu-2"";}s:9:""sidebar-1"";a:0:{}s:13:""array_version"";i:3;}","yes"
"690","widget_pages","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"691","widget_calendar","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"692","widget_archives","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"693","widget_links","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"694","widget_meta","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"695","widget_search","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"696","widget_recent-posts","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"697","widget_recent-comments","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"698","widget_tag_cloud","a:2:{i:2;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"4538","_transient_rewrite_rules","a:68:{s:12:""robots\.txt$"";s:18:""index.php?robots=1"";s:14:"".*wp-atom.php$"";s:19:""index.php?feed=atom"";s:13:"".*wp-rdf.php$"";s:18:""index.php?feed=rdf"";s:13:"".*wp-rss.php$"";s:18:""index.php?feed=rss"";s:14:"".*wp-rss2.php$"";s:19:""index.php?feed=rss2"";s:14:"".*wp-feed.php$"";s:19:""index.php?feed=feed"";s:22:"".*wp-commentsrss2.php$"";s:34:""index.php?feed=rss2&withcomments=1"";s:32:""feed/(feed|rdf|rss|rss2|atom)/?$"";s:27:""index.php?&feed=$matches[1]"";s:27:""(feed|rdf|rss|rss2|atom)/?$"";s:27:""index.php?&feed=$matches[1]"";s:20:""page/?([0-9]{1,})/?$"";s:28:""index.php?&paged=$matches[1]"";s:41:""comments/feed/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?&feed=$matches[1]&withcomments=1"";s:36:""comments/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?&feed=$matches[1]&withcomments=1"";s:29:""comments/page/?([0-9]{1,})/?$"";s:28:""index.php?&paged=$matches[1]"";s:44:""search/(.+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?s=$matches[1]&feed=$matches[2]"";s:39:""search/(.+)/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?s=$matches[1]&feed=$matches[2]"";s:32:""search/(.+)/page/?([0-9]{1,})/?$"";s:41:""index.php?s=$matches[1]&paged=$matches[2]"";s:14:""search/(.+)/?$"";s:23:""index.php?s=$matches[1]"";s:56:""archives/category/(.+?)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:52:""index.php?category_name=$matches[1]&feed=$matches[2]"";s:51:""archives/category/(.+?)/(feed|rdf|rss|rss2|atom)/?$"";s:52:""index.php?category_name=$matches[1]&feed=$matches[2]"";s:44:""archives/category/(.+?)/page/?([0-9]{1,})/?$"";s:53:""index.php?category_name=$matches[1]&paged=$matches[2]"";s:26:""archives/category/(.+?)/?$"";s:35:""index.php?category_name=$matches[1]"";s:51:""archives/tag/(.+?)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?tag=$matches[1]&feed=$matches[2]"";s:46:""archives/tag/(.+?)/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?tag=$matches[1]&feed=$matches[2]"";s:39:""archives/tag/(.+?)/page/?([0-9]{1,})/?$"";s:43:""index.php?tag=$matches[1]&paged=$matches[2]"";s:21:""archives/tag/(.+?)/?$"";s:25:""index.php?tag=$matches[1]"";s:56:""archives/author/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?author_name=$matches[1]&feed=$matches[2]"";s:51:""archives/author/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?author_name=$matches[1]&feed=$matches[2]"";s:44:""archives/author/([^/]+)/page/?([0-9]{1,})/?$"";s:51:""index.php?author_name=$matches[1]&paged=$matches[2]"";s:26:""archives/author/([^/]+)/?$"";s:33:""index.php?author_name=$matches[1]"";s:83:""archives/date/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:80:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&feed=$matches[4]"";s:78:""archives/date/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/(feed|rdf|rss|rss2|atom)/?$"";s:80:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&feed=$matches[4]"";s:71:""archives/date/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/page/?([0-9]{1,})/?$"";s:81:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&paged=$matches[4]"";s:53:""archives/date/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/?$"";s:63:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]"";s:70:""archives/date/([0-9]{4})/([0-9]{1,2})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:64:""index.php?year=$matches[1]&monthnum=$matches[2]&feed=$matches[3]"";s:65:""archives/date/([0-9]{4})/([0-9]{1,2})/(feed|rdf|rss|rss2|atom)/?$"";s:64:""index.php?year=$matches[1]&monthnum=$matches[2]&feed=$matches[3]"";s:58:""archives/date/([0-9]{4})/([0-9]{1,2})/page/?([0-9]{1,})/?$"";s:65:""index.php?year=$matches[1]&monthnum=$matches[2]&paged=$matches[3]"";s:40:""archives/date/([0-9]{4})/([0-9]{1,2})/?$"";s:47:""index.php?year=$matches[1]&monthnum=$matches[2]"";s:57:""archives/date/([0-9]{4})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?year=$matches[1]&feed=$matches[2]"";s:52:""archives/date/([0-9]{4})/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?year=$matches[1]&feed=$matches[2]"";s:45:""archives/date/([0-9]{4})/page/?([0-9]{1,})/?$"";s:44:""index.php?year=$matches[1]&paged=$matches[2]"";s:27:""archives/date/([0-9]{4})/?$"";s:26:""index.php?year=$matches[1]"";s:37:""archives/[0-9]+/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:47:""archives/[0-9]+/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:67:""archives/[0-9]+/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:62:""archives/[0-9]+/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:62:""archives/[0-9]+/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:30:""archives/([0-9]+)/trackback/?$"";s:28:""index.php?p=$matches[1]&tb=1"";s:50:""archives/([0-9]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?p=$matches[1]&feed=$matches[2]"";s:45:""archives/([0-9]+)/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?p=$matches[1]&feed=$matches[2]"";s:38:""archives/([0-9]+)/page/?([0-9]{1,})/?$"";s:41:""index.php?p=$matches[1]&paged=$matches[2]"";s:45:""archives/([0-9]+)/comment-page-([0-9]{1,})/?$"";s:41:""index.php?p=$matches[1]&cpage=$matches[2]"";s:30:""archives/([0-9]+)(/[0-9]+)?/?$"";s:40:""index.php?p=$matches[1]&page=$matches[2]"";s:26:""archives/[0-9]+/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:36:""archives/[0-9]+/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:56:""archives/[0-9]+/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:51:""archives/[0-9]+/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:51:""archives/[0-9]+/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:25:"".+?/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:35:"".+?/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:55:"".+?/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:50:"".+?/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:50:"".+?/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:18:""(.+?)/trackback/?$"";s:35:""index.php?pagename=$matches[1]&tb=1"";s:38:""(.+?)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:47:""index.php?pagename=$matches[1]&feed=$matches[2]"";s:33:""(.+?)/(feed|rdf|rss|rss2|atom)/?$"";s:47:""index.php?pagename=$matches[1]&feed=$matches[2]"";s:26:""(.+?)/page/?([0-9]{1,})/?$"";s:48:""index.php?pagename=$matches[1]&paged=$matches[2]"";s:33:""(.+?)/comment-page-([0-9]{1,})/?$"";s:48:""index.php?pagename=$matches[1]&cpage=$matches[2]"";s:18:""(.+?)(/[0-9]+)?/?$"";s:47:""index.php?pagename=$matches[1]&page=$matches[2]"";}","yes"
"6743","_transient_update_core","O:8:""stdClass"":3:{s:7:""updates"";a:1:{i:0;O:8:""stdClass"":5:{s:8:""response"";s:7:""upgrade"";s:3:""url"";s:30:""http://wordpress.org/download/"";s:7:""package"";s:38:""http://wordpress.org/wordpress-3.0.zip"";s:7:""current"";s:3:""3.0"";s:6:""locale"";s:5:""en_US"";}}s:12:""last_checked"";i:1277213580;s:15:""version_checked"";s:5:""2.9.2"";}","yes"
"103","commentpress_id_comment_by_section","4","yes"
"101","rmnlFLVsettings","a:9:{s:9:""quicktags"";s:1:""y"";s:7:""prehtml"";s:23:""<div class=""flvPlayer"">"";s:8:""posthtml"";s:6:""</div>"";s:9:""playerurl"";s:43:""https://media.dreamhost.com/mediaplayer.swf"";s:8:""videourl"";s:33:""http://www.yoursite.com/media.flv"";s:5:""width"";s:3:""320"";s:6:""height"";s:3:""240"";s:9:""autostart"";s:1:""n"";s:10:""xhtmlvalid"";s:1:""n"";}","yes"
"104","commentpress_id_comment_by_user","5","yes"
"105","commentpress_id_general_comments","6","yes"
"106","commentpress_table_contents","Table of Contents","yes"
"107","commentpress_default_front_page","document","yes"
"108","commentpress_show_quicktag","1","yes"
"109","commentpress_welcome_message","about","yes"
"110","commentpress_content_license","","yes"
"111","commentpress_page_enabled","1","yes"
"112","commentpress_post_enabled","1","yes"
"113","skin","document","yes"
"114","btc_shrinkby","0","yes"
"115","btc_nestinglevels","3","yes"
"116","btc_customtarget","wp-comments-post.php","yes"
